1483304399	250996561562998	79005550000	0013059001502860	250	99	33602	1153	3G	ru.gett.com	/stylesheet/default-7488@2x.styleproto?sid=39662645074974160916288780257571410774&tk=8d8e836522721bd3bde1ca3167cf5616&mapkey=1474315764_96e77e22853dbc62711a8367f625e777
1483563600	250996561562998	79005551111	0013059001502860	250	99	33602	1153	3G	ru.gett.com	/stylesheet/default-7488@2x.styleproto?sid=39662645074974160916288780257571410774&tk=8d8e836522721bd3bde1ca3167cf5616&mapkey=1474315764_96e77e22853dbc62711a8367f625e777
1483566000	250996561562998	79005551111	0013059001502860	250	99	33602	1153	3G	ru.gett.com	/stylesheet/default-7488@2x.styleproto?sid=39662645074974160916288780257571410774&tk=8d8e836522721bd3bde1ca3167cf5616&mapkey=1474315764_96e77e22853dbc62711a8367f625e777
1483569000	250996561562998	79005551111	0013059001502860	250	99	33602	1153	3G	ru.gett.com	/stylesheet/default-7488@2x.styleproto?sid=39662645074974160916288780257571410774&tk=8d8e836522721bd3bde1ca3167cf5616&mapkey=1474315764_96e77e22853dbc62711a8367f625e777
1483570860	250996561562998	79005551111	0013059001502860	250	99	33602	1153	3G	ru.gett.com	/stylesheet/default-7488@2x.styleproto?sid=39662645074974160916288780257571410774&tk=8d8e836522721bd3bde1ca3167cf5616&mapkey=1474315764_96e77e22853dbc62711a8367f625e777
1483304400	250996561562998	79005552222	0013059001502860	250	99	62302	4327	3G	rutaxi.ru	/stylesheet/default-7488@2x.styleproto?sid=39662645074974160916288780257571410774&tk=8d8e836522721bd3bde1ca3167cf5616&mapkey=1474315764_96e77e22853dbc62711a8367f625e777
1483909199	250996561562998	79005553333	0013059001502860	250	99	12709	30713	3G	rutaxi.ru	/stylesheet/default-7488@2x.styleproto?sid=39662645074974160916288780257571410774&tk=8d8e836522721bd3bde1ca3167cf5616&mapkey=1474315764_96e77e22853dbc62711a8367f625e777
1483909200	250996561562998	79005554444	0013059001502860	250	99	62302	4327	3G	cabinet.taximaxim.ru	/stylesheet/default-7488@2x.styleproto?sid=39662645074974160916288780257571410774&tk=8d8e836522721bd3bde1ca3167cf5616&mapkey=1474315764_96e77e22853dbc62711a8367f625e777
1483650000	250996561562998	79005555555	0013059001502860	250	99	62302	4327	3G	cabinet.taximaxim.ru	/stylesheet/default-7488@2x.styleproto?sid=39662645074974160916288780257571410774&tk=8d8e836522721bd3bde1ca3167cf5616&mapkey=1474315764_96e77e22853dbc62711a8367f625e777
1483653660	250996561562998	79005555555	0013059001502860	250	99	62302	4327	3G	cabinet.taximaxim.ru	/stylesheet/default-7488@2x.styleproto?sid=39662645074974160916288780257571410774&tk=8d8e836522721bd3bde1ca3167cf5616&mapkey=1474315764_96e77e22853dbc62711a8367f625e777
1483434000	250996561562998	79005556666	0013059001502860	250	99	22101	34967	3G	ru.uber.com	/stylesheet/default-7488@2x.styleproto?sid=39662645074974160916288780257571410774&tk=8d8e836522721bd3bde1ca3167cf5616&mapkey=1474315764_96e77e22853dbc62711a8367f625e777
1483437600	250996561562998	79005556666	0013059001502860	250	99	22101	34967	3G	ru.uber.com	/stylesheet/default-7488@2x.styleproto?sid=39662645074974160916288780257571410774&tk=8d8e836522721bd3bde1ca3167cf5616&mapkey=1474315764_96e77e22853dbc62711a8367f625e777
1483441200	250996561562998	79005556666	0013059001502860	250	99	22101	34967	3G	ru.uber.com	/stylesheet/default-7488@2x.styleproto?sid=39662645074974160916288780257571410774&tk=8d8e836522721bd3bde1ca3167cf5616&mapkey=1474315764_96e77e22853dbc62711a8367f625e777
1483441200	250996561562998	79005557777	0013059001502860	250	99	22101	34967	3G	fraerok.com	/stylesheet/default-7488@2x.styleproto?sid=39662645074974160916288780257571410774&tk=8d8e836522721bd3bde1ca3167cf5616&mapkey=1474315764_96e77e22853dbc62711a8367f625e777
1483441200	250996561562998	79005558888	0013059001502860	250	99	100000	100000	3G	ru.uber.com	/stylesheet/default-7488@2x.styleproto?sid=39662645074974160916288780257571410774&tk=8d8e836522721bd3bde1ca3167cf5616&mapkey=1474315764_96e77e22853dbc62711a8367f625e777
